Company_ID,Company_Name,Ticker,Sector,Market_Cap_Cr,Current_Price,TTM_PE,TTM_PB,TTM_ROE,TTM_ROCE,TTM_Revenue_Growth,FY26_PE,FY26_PB,FY26_ROE,FY26_ROCE,FY26_EPS_Growth,FY26_Revenue_Growth,FY26_EBITDA_Margin,FY26_Net_Margin,FY27_PE,FY27_EPS_Growth,FY27_Revenue_Growth,Gross_Margin,Operating_Margin,EBITDA_Margin,Net_Profit_Margin,EV_EBITDA,EV_Sales,Price_to_Sales,Price_to_Cash_Flow,Asset_Turnover,Inventory_Turnover,Receivables_Turnover,Debt_to_Equity,Current_Ratio,Quick_Ratio,Interest_Coverage,Revenue_CAGR_5Y,Earnings_CAGR_5Y,Book_Value_CAGR_5Y,Beta,Dividend_Yield,Payout_Ratio,Category,Sector_Weight,ESG_Score,Institutional_Holding,Promoter_Holding,Volatility_52W,Max_Drawdown_1Y,Sharpe_Ratio
11,Canbk Ltd,CANBK,Banking,346445.46568667935,1087.177015427349,49.567940765998976,5.769944812311269,20.896363058860878,54.1061163319565,9.841489506199483,11.961161082793964,4.8747575824619975,23.875038655018752,41.91013932462842,21.882665189042672,17.838833351604507,28.15947516152462,14.029358039888546,14.249620305460772,12.729087630249865,15.760007876285687,63.290195863061555,26.893317124224723,25.786690228944373,21.766528280250746,20.609091746162278,3.199146049813663,4.865574452385028,8.473912776882088,1.5606276988027452,10.755398762338437,7.369667595968746,1.374417532372296,3.3256921692559684,2.3413831843207333,9.801149656907356,15.314106093244435,12.758424049637885,10.735290125639152,0.4175009250556864,4.835930106343818,35.30684319766019,Large Cap,13.41,53.27084975962313,58.07325331702762,41.0572751719486,30.50762041792224,-16.07658964605064,2.355511504388631
12,Iobbank Ltd,IOBBANK,Banking,353009.22292958107,387.9370609375002,23.364375260648366,2.667714223125946,24.096640629013216,46.99362455018637,2.6581128097066955,11.992350161322094,5.957993219192851,24.43968308172998,18.10511199252985,7.592876459787831,22.32147276118798,17.76357021520949,19.378506504220915,12.41494023694926,19.365960694058433,14.005170280874415,63.500536686762665,24.40846283021863,12.208704994595259,6.314168731146534,21.40962371230556,1.311534609285174,3.8421240300817923,14.314247994012451,1.726845062913139,6.427404747335994,13.915545471805792,0.7044232420508133,2.380081392024993,1.7462440472206961,19.88581664466207,7.358227392005747,32.70557469355391,14.802518287310885,0.4692920636064613,1.1981308183707333,33.68479503698713,Large Cap,13.41,66.41896218011942,41.270005374996536,62.876613524825345,34.39015107402034,-29.15760133171407,1.0728158774911454
13,Idbibank Ltd,IDBIBANK,Banking,197698.19482995747,3932.713699625049,24.645043387882904,1.3706039144676225,45.617957968409655,56.23137654096916,35.23376775921563,17.100544598587838,5.662893446890792,26.637306932536355,51.40123351253004,17.799520719240313,11.866949580714554,18.929144795802543,10.169637028753726,11.412789373576372,20.801541698607615,15.430124311060688,59.952719134440734,11.941189108580598,31.333085571812887,7.203331881906674,13.00615332433811,7.11654601610281,3.8806983728924935,18.48070376528277,1.4485798201865479,4.88703742766724,9.0955137007777,0.7759719417054894,1.2499646902556123,1.1586157777102242,24.011431437560013,23.138833086183904,27.35031353616634,14.273450625871066,1.7217741815821999,4.584293458089276,42.08036701464809,Large Cap,13.41,67.75601336881431,58.97372080971104,61.58509621328217,17.880853623144375,-14.076647660978225,0.9042119022078399
14,Centralbk Ltd,CENTRALBK,Banking,416627.6809292406,4016.909030866044,25.82451548011938,1.7388674960626056,32.67683868112554,39.308054962165684,31.553220014457665,7.8939164180249985,2.7576814319130754,13.89575414310261,29.096665820325267,10.528189639399798,19.9651747419988,13.847758538435743,22.23260284917377,12.190798469254641,15.058127490342137,11.512819889651844,50.5860594161895,26.2168216388124,31.381868894840473,18.4176553017557,14.60380611417311,4.091249692011868,5.261335093972262,21.046020353386307,0.8800984675989365,8.832609570007861,11.174738440460416,0.9928673540208246,3.0814903985950974,2.3975472815553753,19.256672055418697,6.493105860931186,15.468106099796147,14.143839756085983,1.0610769897965135,3.1380022913203875,57.631549152675134,Large Cap,13.41,84.59210166765047,80.25300184143516,51.59578018660767,32.09835172074948,-27.44995849246841,1.7430848530012544
15,Ucobank Ltd,UCOBANK,Banking,404156.8992930405,2826.1218681078417,59.36853374349935,3.8261915889301426,42.255714514899516,55.42723600224106,-0.9427200756596879,8.750398737497948,4.38897990995725,13.093754040245798,26.91746197217526,19.40649423317837,20.355970117764784,34.156192906294784,15.926634110548907,12.581700691273351,19.926677134903905,14.121859695999893,35.90684838101822,14.316686375752685,20.515798541015606,19.77576481870181,11.43807229882924,6.97686277108412,4.699062056197837,10.80380047221994,1.0288449038682692,5.395889457659423,9.442617310381179,0.12454480059375893,1.725198227690405,1.1484870337407702,13.306074261655382,18.574720615807067,19.200643284251314,12.686169792369526,1.4253749147841364,4.602970770908331,39.07909284102586,Large Cap,13.41,51.328285909676154,59.327597755320085,25.918552929643774,28.18026547285039,-34.98346119529696,1.0995661850188623
16,Tcs Ltd,TCS,Information Technology,212549.7525891635,2065.92188903876,35.74371148493893,6.113359957649287,47.64739515361084,30.249442467109624,17.74599604582586,26.772835702913564,1.6069734516058034,21.87995388292068,27.434881309679554,9.524977803524925,15.529944339701299,19.633821325840703,14.84607869036644,20.76177676515209,10.980344627457786,6.114084182420647,44.58373287468065,20.539083374726168,27.254224343902308,11.922298270478072,21.425414050798214,6.211352031601359,3.444797703083231,11.389233117765642,1.0518288638729745,9.653403754968853,14.704763708505505,0.807450776403332,2.5072086071385438,1.0992116292624714,20.875382711056496,23.72813516483064,21.101371956867634,14.634919415645028,1.499327983104855,1.80594125015689,3.771104546261399,Large Cap,8.89,79.37309134069514,74.03559606796051,28.137891109825514,38.369999653694485,-31.29956881538321,2.3039137092174204
17,Infy Ltd,INFY,Information Technology,391505.7484326319,2728.4621120041606,58.75920364962238,7.575266977811726,33.68464355516202,56.28040153759603,11.659231575675275,26.577173979761064,2.411013300005167,46.92338995532387,44.35094910126861,3.205347989517084,13.320524346194308,29.41343836101861,16.724240444294622,22.798383984932627,8.08755072272538,12.185269998653784,59.59607849925471,15.148228905329246,12.480557594311344,7.732406591611854,10.680787295996215,4.88363678763986,1.0364481175642175,17.665369122236562,1.6018725671717517,11.480919230217747,12.157649356649195,1.1939569755106396,3.4725287589155576,0.9701101290995202,3.7292675665349457,5.534521093060598,23.49630307430977,18.970868299049137,1.5415358817549707,1.6191590135990475,45.38650019534105,Large Cap,8.89,54.3764504631417,60.676957986286915,64.40558277853123,22.802817118058325,-34.85791338402438,1.8502652244942672
18,Hcltech Ltd,HCLTECH,Information Technology,369439.6366424109,200.12491405264637,54.96797923565927,2.8533425804259895,13.525711539439417,11.381956888296102,15.169118944308131,23.61666095322658,5.587936913252335,47.051843218815165,28.957651643402652,14.531635009631858,8.961988627577451,31.44022825316549,14.152920172179954,25.16141741102076,2.6841536094823697,11.960124016488292,49.538691234450525,29.754917205150857,29.226401526458112,11.334831261405402,11.40407654077629,7.323519078118247,5.016450815890797,22.54331463243379,1.5413621642848503,10.231756272719206,8.151180339474594,0.9210586070639677,1.7188589258726805,2.2323463553841667,8.932803791400367,21.069038465653776,31.267613196959154,15.839227807145809,0.8647356354834301,0.9380004400403835,14.216855862778175,Large Cap,8.89,73.40645846447985,79.1848402549335,59.08801837843768,32.658210404802986,-22.888316674213648,1.568959333007888
19,Wipro Ltd,WIPRO,Information Technology,131048.78958769028,952.0739833476772,33.70531156762637,2.910471141152768,7.13690682917621,16.509009735559914,33.45444730261677,22.965357924545525,4.465576157756355,28.488428176142328,12.342220877384435,19.432327362414746,5.084100059325439,16.190913785502865,14.861162932214377,24.636261309205764,9.32531774300795,11.926773092022485,54.88994860294557,27.34507634485234,29.521262883973872,20.5403847648582,13.075430846142835,4.495793308310469,4.710526321722177,16.453082552479145,1.8527015221196081,4.272179325814931,9.400792930480897,0.3565557424975604,1.4391066588439685,1.4624352622495302,24.348659112064013,23.397571149107186,31.719510371899357,17.9482659775122,1.548590343376749,2.2181528919498845,17.784836366680338,Large Cap,8.89,93.65194234515235,45.53838291497079,59.31498790227959,39.93872194182777,-31.68556689581372,0.7409445015041487
20,Ltim Ltd,LTIM,Information Technology,290844.022685152,1826.9117635083635,24.804465489880446,7.787751555546827,51.378187550995484,54.589003110289475,10.948284035067209,21.35904380387575,3.503731615550545,41.39765535376609,37.89011201256063,17.68043215183052,13.87170478226234,24.64109396880651,22.353440267125805,24.405750426021154,13.495031772880852,8.61946334407373,58.22321955350085,24.62056616325085,14.933609454787492,20.340093887584633,22.44737988725631,2.072246000103387,2.246814304653306,12.892865783619413,2.086462211338471,4.521296713472553,14.24533078540305,0.9122434166918417,2.503126099080486,1.9260238797312295,6.392843184834775,7.666215746815199,19.05099471177823,14.917641411695348,1.1464813650653811,0.7536054085489141,7.884417142160672,Large Cap,8.89,72.54800458010044,78.37205976011242,65.98362666695476,16.1840841364307,-12.843400038971943,1.7698801887546038
21,Techm Ltd,TECHM,Information Technology,161485.78502692172,3566.5398880986586,51.85024839440783,6.100279602942617,42.479381141271375,54.32182229994138,12.751045161996185,18.89281438448931,5.311710060610327,13.79360122462911,53.98763014044292,9.814776387195138,12.849833596049558,27.573881271229183,21.172193294298708,22.15924511221398,10.104376007842593,10.812014783401917,37.235145039453116,29.127870194922945,31.94699637999627,17.688304047801516,14.982385788329818,3.7663409718219683,5.230071507766274,12.301100542225274,2.290083643663973,5.55503796337611,8.606123863695693,0.2027804420241592,3.3187942661106486,1.9433710784637501,14.522045536582628,18.25027636567156,32.11700995998126,15.624603877306434,0.5616590333595739,0.15750535410429423,31.962272510778625,Large Cap,8.89,56.48146131908598,55.51908211022136,60.95337069270686,38.928082828780056,-6.268086927199356,1.9478109760777598
22,Persistent Ltd,PERSISTENT,Information Technology,174327.29448518483,4715.526481607315,36.174783210380426,1.324695794232885,14.455466648153955,34.88254525557133,29.151522512512443,18.29476890549864,2.350745270324675,39.396748258355245,23.124007887452933,5.907552501195411,12.917755137703672,31.075603727058507,12.750652197968382,21.209317168441025,11.162172924617437,7.97534836338467,29.21584731464582,29.785640668611293,21.124381197766077,7.667012935315158,8.352015507181315,5.676040457623929,4.816918142169114,9.116863339459407,1.9178467684718652,11.585057700508951,12.992474921196902,0.21862057144961938,3.2040612427763557,1.272799527823166,16.934966927838804,23.510981759558188,18.131099515562852,11.267748504806201,1.466949990933974,3.6531605190312795,33.52654391048673,Large Cap,8.89,71.4532357436094,61.33431002945928,43.75453530040703,19.432641448322805,-12.091066319942982,1.755553012876472
23,Mphasis Ltd,MPHASIS,Information Technology,481006.94692985725,1176.1208335388715,23.418181846454516,1.3652646073930277,17.02475993820334,12.225210770969955,1.797293628284156,22.065587292137987,5.239828530254327,21.419342045485056,20.104885319055413,5.475518863112378,3.748926112725324,27.479604124573484,11.208549936594467,22.96991915472966,13.185375539178155,9.152721157800492,38.20998736078079,17.59610839079944,27.714714706656466,5.999478708753934,17.683905046121097,5.23477771179229,1.0575488533851736,9.050020536531857,1.5411937193339562,11.581576733593305,10.222300821565236,0.5853513564144446,2.7352674285712393,1.6133175965734265,24.1241653446204,6.312301202564166,22.215133974904905,15.79654633254993,1.3894723081749822,4.1660279247467935,24.37142690483916,Large Cap,8.89,50.54415611366019,49.27213900212295,70.61101923070034,27.427345862595487,-18.111334756261478,1.9033100975660917
24,Coforge Ltd,COFORGE,Information Technology,202165.38641512097,1379.0054660994342,26.826785577903294,6.393949443293085,6.010104335228062,59.265414702222394,37.824321600874676,19.739513677576134,1.5069924953088183,27.14601023614563,14.12615484740191,3.906627569790701,4.062680851245626,12.99224991402585,17.665549019425246,21.171090157123707,12.471710973901553,8.065532247651321,63.9236589102307,19.8074153594529,33.30599795797792,15.66062652304704,21.300583780139487,2.523840341647987,5.032542745211728,13.621999900059414,1.751017897808718,9.242692381147844,9.440152927582155,0.703077364776763,1.3308843704436768,1.5277677216801202,6.208726613351915,24.67765372347564,28.121159116884154,18.73350098932641,1.047214832249421,1.7680829216140252,56.22432205365133,Large Cap,8.89,51.04009435434657,59.10747659030223,72.66289079677972,26.46541092353962,-16.053197818136596,1.076055073744939
25,Ofss Ltd,OFSS,Information Technology,157419.18575567196,1321.2074034487298,14.7489841615071,5.533982165829537,21.232501141231015,34.03658018373338,5.4485773721246975,21.764545577020897,3.8709955430134624,38.5546806877399,31.81016764273593,19.392393406582602,14.050887326948947,20.793928979447557,9.105545961220722,20.46205683694347,8.394713282498936,5.1806384884000956,35.12872585549863,16.48685023976462,32.683785043983434,6.384100292369508,8.375984100929923,5.034096863361279,3.2859072173072077,8.49172343669172,2.2277485502842307,11.948528854542104,14.822426958917466,1.4013608211502542,1.5029224092418962,1.271880561039454,4.766156318852294,12.145933130384066,10.625297586832424,15.14478884072331,1.0662941379658817,4.586357110487429,38.31820127130358,Large Cap,8.89,68.70253822541699,51.489407529529096,49.696796749024685,18.041442979968917,-29.825812540745225,0.8296412453741651
26,Bajfinance Ltd,BAJFINANCE,Financial Services,96345.94017909002,4164.844549971838,55.16767150886626,1.2983258124302268,30.266162383536887,49.47592433463542,23.583711944158704,22.40213734864131,2.8678845786041487,38.53906667500323,27.843288801523176,7.935505076019972,14.489676332559117,30.644174719654085,18.888971418844015,16.516423453656923,16.633551339168054,8.597135175320716,32.280784883291616,27.723880392210408,27.885165297005216,16.464420196375826,16.947973625458072,5.526972287020461,2.739271786878658,15.707980148897322,1.3096499137126032,8.52467185865835,11.084282327422919,0.8746835607766557,1.5293557895978813,2.328993241803106,24.82165325290014,10.873687365507028,8.469171582046243,19.042639917895308,0.31605893559541365,2.2827596158437027,11.815862751722161,Mid Cap,8.84,69.44462882435124,68.94347660835825,38.003270385634906,27.627654678021976,-24.60100314884721,1.5995604909667462
27,Bajajfinsv Ltd,BAJAJFINSV,Financial Services,152525.7964446978,1929.9660941545237,50.74000190410627,2.765996269412379,53.80141542145323,35.51965424066801,24.556005928985396,20.260708579028915,2.498996420003537,49.17336363200329,12.995686289295161,16.35034803342763,10.6034429455756,20.808168082479103,21.100547579821125,16.205592873566076,11.082751299750395,12.240102500345536,46.45307589229347,28.420788998567332,26.167603035096455,6.367234407563291,18.367167596089097,4.1884386519188865,4.836057042482437,23.91463245710692,1.8895096614357763,6.709256702142047,6.74343117667037,0.17088399067049959,1.295443995926271,1.364714298456951,18.900434447301585,7.6676638384869555,16.7214408833363,14.690852623741264,1.2574597375768441,3.8779753196705102,23.502362843624603,Large Cap,8.84,54.50608087314684,62.03296218920673,73.8892292992423,30.473058126395774,-21.769544409040805,1.3097181156255664
28,Sbilife Ltd,SBILIFE,Financial Services,80323.19156731362,1956.5524436014086,25.802530219611903,7.561427685464093,9.632154843135444,23.04092270388093,38.178970374786736,17.361664954829394,5.132499747410648,39.54682606145264,21.09449617024579,16.237547468608454,16.21296887905404,23.808519512509456,14.551405963531042,18.62887219480224,13.383013269050043,8.522051755433903,47.53341581975166,22.598562949725185,23.135343980605228,13.401971130969084,14.845922748490299,4.050723571488071,4.158959259301177,24.41874789744669,1.2811336460531368,7.323393601742181,13.12554798215786,1.0672183583733448,2.056403134150868,2.0005892310103306,15.572662279860987,17.49411282076125,15.930534060223744,15.023575398880382,0.981757731437908,1.1380739352400782,50.42286551832155,Mid Cap,8.84,64.40018734951255,40.66042870535713,49.05322036633112,43.627382046406325,-29.007223329713128,0.720366293565619
29,Hdfclife Ltd,HDFCLIFE,Financial Services,89595.80378937862,4424.786723524124,58.53915617887333,7.823026209046058,16.221024054063733,48.516607498508755,29.381302192822915,23.256557454660808,3.7302625626402746,32.40678308256139,42.719556247361865,15.254536607627912,13.561918730243926,30.2650919528646,9.485251056877932,18.050980276829964,6.9629406977066495,14.033598289443933,33.464413246279605,24.898513471579662,30.72720911783396,22.602458549814944,14.768440151710763,1.4996152670684046,5.3393874914064,8.921047440362033,0.8904598977321408,6.090796045409869,12.388848454404535,0.21665242806076343,1.5279158727007647,1.0799756000476872,11.364898456512327,7.413108641204027,25.0268049528976,15.451230738773612,0.33484103412457106,0.8769516325910676,37.33920193515278,Mid Cap,8.84,68.47369027795855,63.79620288393205,55.04113919907819,34.235927544407204,-23.818228214701776,0.7337508296624957
30,Iciciprulife Ltd,ICICIPRULIFE,Financial Services,43950.59771633106,1530.7776022178616,12.910074625074941,5.026014552114766,38.28104166117131,27.502387259581283,-2.2999934086552725,16.002248704464506,5.546920713472889,11.859817390652942,12.581275514581614,10.290929116105799,19.0299962783945,19.757605646264828,19.55727901611898,19.261173405650737,13.052250252880487,12.554738970758937,63.48338036241284,24.211395001998966,18.303633116111374,12.936077815783706,21.912896983694175,3.021142966140203,2.2666151637407115,20.033881920868247,0.9353354537754497,11.342419994076177,9.810118967312523,1.3676596309397433,2.9793720055294752,1.4819333530724856,14.802326389485865,12.276579987768619,12.4070811557512,17.66510567633798,0.6084106880823659,1.053715233923267,48.657810726267556,Mid Cap,8.84,73.25038049990522,48.05173990429624,63.05746780173308,31.612024077413288,-22.39060994385303,0.7683511705687267
31,Sbicard Ltd,SBICARD,Financial Services,36635.5682551643,2899.480344841125,58.266901177149315,6.883043034364683,14.389163239695586,40.495278744053714,-4.702751739015728,22.726092258451295,2.101177040044188,19.21418351615767,21.06114724849403,8.764545507090041,11.189582787343284,17.73330092444816,19.87197270231781,16.267136144210752,14.014888849908004,8.927537549457261,32.74689832660502,26.089838521213306,24.78974051498146,22.787948562462073,18.519049320556803,3.0592281499043517,5.200707510415822,24.140489015832053,1.1747253671512143,5.410734268158537,7.595561346126164,0.12970939362868225,2.7010352106529965,1.1577971329271177,15.597273455699002,16.06760148947174,21.95632229035391,11.140077893099704,0.5211891567180027,2.3335167665899617,46.61104553324171,Small Cap,8.84,77.3882553147189,74.99370344338277,33.76073639223084,32.978492752510626,-19.264173153212067,1.449426633061948
32,Hdfc Amc Ltd,HDFC AMC,Financial Services,123075.54529995848,4391.8814813914105,59.98455114177678,2.583627144628742,40.56580947982963,53.12288667494152,32.31373639067412,23.02856762824222,2.8734533895571017,25.76695596609238,26.941673757600256,7.351677735961753,10.683007269320173,23.637704902795548,10.76498913342217,21.115056175298246,18.29690925532342,9.608580164589695,60.26052742314594,22.477223106735927,25.401637290388503,23.662750208392985,12.301276709179506,6.297542886088298,1.698641033410213,16.197265290232245,1.535692533893568,10.403454147630008,10.651449053888783,1.0677773671002797,2.021093060243644,1.8898492873677644,6.279127042323816,8.80295369218545,25.042019700853313,11.320333095215068,1.4788450875349481,2.837686090548454,49.21636659523847,Large Cap,8.84,79.69046680541311,73.80155066335277,61.442239564395926,40.86836150720593,-13.082712874738274,0.5581905664610569
